State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
PA,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.577,,1/1/2015,6/30/2015
PR,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.213,,1/1/2015,6/30/2015
RI,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.567,,1/1/2015,6/30/2015
SC,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.523,,1/1/2015,6/30/2015
SD,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.35,,1/1/2015,6/30/2015
TN,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.436,,1/1/2015,6/30/2015
TX,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.48,,1/1/2015,6/30/2015
UT,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.734,,1/1/2015,6/30/2015
VA,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.509,,1/1/2015,6/30/2015
VI,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.328,,1/1/2015,6/30/2015
VT,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.306,,1/1/2015,6/30/2015
WA,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.439,,1/1/2015,6/30/2015
WI,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.405,,1/1/2015,6/30/2015
WV,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.309,,1/1/2015,6/30/2015
WY,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,0.07,,1/1/2015,6/30/2015
AK,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.233,,7/1/2014,6/30/2015
AL,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.675,,7/1/2014,6/30/2015
AR,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.887,,7/1/2014,6/30/2015
AS,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.822,,7/1/2014,6/30/2015
CA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.961,,7/1/2014,6/30/2015
CO,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.597,,7/1/2014,6/30/2015
CT,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.067,,7/1/2014,6/30/2015
DC,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.774,,7/1/2014,6/30/2015
DE,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.007,,7/1/2014,6/30/2015
FL,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.782,,7/1/2014,6/30/2015
GA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.008,,7/1/2014,6/30/2015
GU,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,Not Available,5 - Results are not available for this reporting period.,7/1/2014,6/30/2015
HI,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.584,,7/1/2014,6/30/2015
IA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.861,,7/1/2014,6/30/2015
ID,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.802,,7/1/2014,6/30/2015
IL,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.8,,7/1/2014,6/30/2015
IN,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.862,,7/1/2014,6/30/2015
KS,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.889,,7/1/2014,6/30/2015
KY,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.818,,7/1/2014,6/30/2015
LA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.757,,7/1/2014,6/30/2015
MA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.049,,7/1/2014,6/30/2015
MD,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.126,,7/1/2014,6/30/2015
ME,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.313,,7/1/2014,6/30/2015
MI,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.911,,7/1/2014,6/30/2015
MN,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.941,,7/1/2014,6/30/2015
MO,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.885,,7/1/2014,6/30/2015
MP,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.694,,7/1/2014,6/30/2015
MT,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.754,,7/1/2014,6/30/2015
NC,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.857,,7/1/2014,6/30/2015
ND,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.512,,7/1/2014,6/30/2015
NE,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.159,,7/1/2014,6/30/2015
NH,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.86,,7/1/2014,6/30/2015
NJ,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.979,,7/1/2014,6/30/2015
NM,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.914,,7/1/2014,6/30/2015
NV,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.753,,7/1/2014,6/30/2015
NY,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.857,,7/1/2014,6/30/2015
OH,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.729,,7/1/2014,6/30/2015
OK,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.746,,7/1/2014,6/30/2015
OR,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.999,,7/1/2014,6/30/2015
PA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.866,,7/1/2014,6/30/2015
PR,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.431,,7/1/2014,6/30/2015
RI,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.144,,7/1/2014,6/30/2015
SC,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.912,,7/1/2014,6/30/2015
SD,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.056,,7/1/2014,6/30/2015
TN,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.93,,7/1/2014,6/30/2015
TX,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.866,,7/1/2014,6/30/2015
UT,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,1.096,,7/1/2014,6/30/2015
VA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.857,,7/1/2014,6/30/2015
VI,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,3.03,,7/1/2014,6/30/2015
VT,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.802,,7/1/2014,6/30/2015
WA,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.894,,7/1/2014,6/30/2015
WI,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.847,,7/1/2014,6/30/2015
WV,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.482,,7/1/2014,6/30/2015
WY,Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only,HAI_2a_SIR,0.532,,7/1/2014,6/30/2015
AK,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.912,,7/1/2014,6/30/2015
AL,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.746,,7/1/2014,6/30/2015
AR,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.015,,7/1/2014,6/30/2015
AS,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.918,,7/1/2014,6/30/2015
CA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.005,,7/1/2014,6/30/2015
CO,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.697,,7/1/2014,6/30/2015
CT,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.208,,7/1/2014,6/30/2015
DC,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.958,,7/1/2014,6/30/2015
DE,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.317,,7/1/2014,6/30/2015
FL,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.825,,7/1/2014,6/30/2015
GA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.086,,7/1/2014,6/30/2015
GU,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.278,,7/1/2014,6/30/2015
HI,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.815,,7/1/2014,6/30/2015
IA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.029,,7/1/2014,6/30/2015
ID,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.049,,7/1/2014,6/30/2015
IL,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.868,,7/1/2014,6/30/2015
IN,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.952,,7/1/2014,6/30/2015
KS,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.035,,7/1/2014,6/30/2015
KY,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.912,,7/1/2014,6/30/2015
LA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.843,,7/1/2014,6/30/2015
MA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.142,,7/1/2014,6/30/2015
MD,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.24,,7/1/2014,6/30/2015
ME,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.657,,7/1/2014,6/30/2015
MI,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.979,,7/1/2014,6/30/2015
MN,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.069,,7/1/2014,6/30/2015
MO,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.97,,7/1/2014,6/30/2015
MP,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.805,,7/1/2014,6/30/2015
MT,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.132,,7/1/2014,6/30/2015
NC,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.93,,7/1/2014,6/30/2015
ND,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.745,,7/1/2014,6/30/2015
NE,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.404,,7/1/2014,6/30/2015
NH,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.125,,7/1/2014,6/30/2015
NJ,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.063,,7/1/2014,6/30/2015
NM,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.112,,7/1/2014,6/30/2015
NV,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.87,,7/1/2014,6/30/2015
NY,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.906,,7/1/2014,6/30/2015
OH,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.782,,7/1/2014,6/30/2015
OK,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.851,,7/1/2014,6/30/2015
OR,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.163,,7/1/2014,6/30/2015
PA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.922,,7/1/2014,6/30/2015
PR,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.593,,7/1/2014,6/30/2015
RI,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.446,,7/1/2014,6/30/2015
SC,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.02,,7/1/2014,6/30/2015
SD,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.466,,7/1/2014,6/30/2015
TN,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.006,,7/1/2014,6/30/2015
TX,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.911,,7/1/2014,6/30/2015
UT,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.299,,7/1/2014,6/30/2015
VA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.942,,7/1/2014,6/30/2015
VI,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,5.754,,7/1/2014,6/30/2015
VT,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.216,,7/1/2014,6/30/2015
WA,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.011,,7/1/2014,6/30/2015
WI,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.961,,7/1/2014,6/30/2015
WV,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,0.584,,7/1/2014,6/30/2015
WY,CAUTI Upper Confidence Limit,HAI_2a_CI_UPPER,1.179,,7/1/2014,6/30/2015
AK,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.754,,7/1/2014,6/30/2015
AL,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.61,,7/1/2014,6/30/2015
AR,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.772,,7/1/2014,6/30/2015
AS,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.734,,7/1/2014,6/30/2015
CA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.918,,7/1/2014,6/30/2015
CO,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.509,,7/1/2014,6/30/2015
CT,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.939,,7/1/2014,6/30/2015
DC,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.618,,7/1/2014,6/30/2015
DE,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.755,,7/1/2014,6/30/2015
FL,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.741,,7/1/2014,6/30/2015
GA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.935,,7/1/2014,6/30/2015
GU,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.013,,7/1/2014,6/30/2015
HI,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.407,,7/1/2014,6/30/2015
IA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.715,,7/1/2014,6/30/2015
ID,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.602,,7/1/2014,6/30/2015
IL,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.736,,7/1/2014,6/30/2015
IN,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.779,,7/1/2014,6/30/2015
KS,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.758,,7/1/2014,6/30/2015
KY,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.732,,7/1/2014,6/30/2015
LA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.677,,7/1/2014,6/30/2015
MA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.961,,7/1/2014,6/30/2015
MD,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,1.019,,7/1/2014,6/30/2015
ME,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,1.025,,7/1/2014,6/30/2015
MI,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.846,,7/1/2014,6/30/2015
MN,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.825,,7/1/2014,6/30/2015
MO,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.805,,7/1/2014,6/30/2015
MP,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.595,,7/1/2014,6/30/2015
MT,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.479,,7/1/2014,6/30/2015
NC,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.789,,7/1/2014,6/30/2015
ND,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.339,,7/1/2014,6/30/2015
NE,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.948,,7/1/2014,6/30/2015
NH,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.645,,7/1/2014,6/30/2015
NJ,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.901,,7/1/2014,6/30/2015
NM,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.744,,7/1/2014,6/30/2015
NV,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.648,,7/1/2014,6/30/2015
NY,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.809,,7/1/2014,6/30/2015
OH,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.678,,7/1/2014,6/30/2015
OK,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.652,,7/1/2014,6/30/2015
OR,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.852,,7/1/2014,6/30/2015
PA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.812,,7/1/2014,6/30/2015
PR,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.305,,7/1/2014,6/30/2015
RI,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.892,,7/1/2014,6/30/2015
SC,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.812,,7/1/2014,6/30/2015
SD,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.739,,7/1/2014,6/30/2015
TN,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.858,,7/1/2014,6/30/2015
TX,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.823,,7/1/2014,6/30/2015
UT,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.917,,7/1/2014,6/30/2015
VA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.778,,7/1/2014,6/30/2015
VI,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,1.407,,7/1/2014,6/30/2015
VT,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.503,,7/1/2014,6/30/2015
WA,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.787,,7/1/2014,6/30/2015
WI,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.743,,7/1/2014,6/30/2015
WV,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.394,,7/1/2014,6/30/2015
WY,CAUTI Lower Confidence Limit,HAI_2a_CI_LOWER,0.195,,7/1/2014,6/30/2015
AK,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.505,,7/1/2014,6/30/2015
AL,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.839,,7/1/2014,6/30/2015
AR,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.815,,7/1/2014,6/30/2015
AS,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.24,,7/1/2014,6/30/2015
CA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.134,,7/1/2014,6/30/2015
CO,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.898,,7/1/2014,6/30/2015
CT,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.184,,7/1/2014,6/30/2015
DC,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.701,,7/1/2014,6/30/2015
DE,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.506,,7/1/2014,6/30/2015
FL,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.859,,7/1/2014,6/30/2015
GA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.938,,7/1/2014,6/30/2015
GU,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.99,,7/1/2014,6/30/2015
IA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.134,,7/1/2014,6/30/2015
ID,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.202,,7/1/2014,6/30/2015
IL,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.885,,7/1/2014,6/30/2015
IN,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.012,,7/1/2014,6/30/2015
KS,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.413,,7/1/2014,6/30/2015
KY,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.106,,7/1/2014,6/30/2015
LA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.898,,7/1/2014,6/30/2015
MA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.149,,7/1/2014,6/30/2015
MD,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.163,,7/1/2014,6/30/2015
ME,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.083,,7/1/2014,6/30/2015
MI,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.094,,7/1/2014,6/30/2015
MN,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.133,,7/1/2014,6/30/2015
MO,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.909,,7/1/2014,6/30/2015
MP,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.601,,7/1/2014,6/30/2015
MT,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.71,,7/1/2014,6/30/2015
NC,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.829,,7/1/2014,6/30/2015
ND,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.058,,7/1/2014,6/30/2015
NE,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.29,,7/1/2014,6/30/2015
NH,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.83,,7/1/2014,6/30/2015
NJ,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.847,,7/1/2014,6/30/2015
NM,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.548,,7/1/2014,6/30/2015
NV,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.162,,7/1/2014,6/30/2015
NY,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.363,,7/1/2014,6/30/2015
OH,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.878,,7/1/2014,6/30/2015
OK,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.94,,7/1/2014,6/30/2015
OR,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.746,,7/1/2014,6/30/2015
PA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.022,,7/1/2014,6/30/2015
PR,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.986,,7/1/2014,6/30/2015
SC,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.072,,7/1/2014,6/30/2015
SD,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.44,,7/1/2014,6/30/2015
TN,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.815,,7/1/2014,6/30/2015
TX,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.905,,7/1/2014,6/30/2015
UT,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.256,,7/1/2014,6/30/2015
VA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.016,,7/1/2014,6/30/2015
VI,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.442,,7/1/2014,6/30/2015
VT,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,2.365,,7/1/2014,6/30/2015
WA,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.127,,7/1/2014,6/30/2015
WI,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.896,,7/1/2014,6/30/2015
WV,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,1.286,,7/1/2014,6/30/2015
WY,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,0.913,,7/1/2014,6/30/2015
AK,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,2.11,,7/1/2014,6/30/2015
AL,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.978,,7/1/2014,6/30/2015
AR,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.014,,7/1/2014,6/30/2015
